ＮＯ,名称,名称カナ,住所,緯度,経度,管理先電話番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収用人数,ＵＲＬ,備　考
890,愛宕小学校,アタゴショウガッコウ,山口県岩国市尾津町1-1-11,34.14544027,132.2133239,0827-31-7020,35208,山口県,岩国市,1,1,,1,1,,,,,910(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
891,高水高校体育館,タカミズコウコウタイイクカン,山口県岩国市尾津町2-24-18,34.13800861,132.2043645,0827-31-7191,35208,山口県,岩国市,1,,1,1,1,,,,,840(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
892,なんわ荘,ナンワソウ,山口県岩国市尾津町5-7-30,34.13198787,132.2102898,0827-34-0100,35208,山口県,岩国市,,1,,1,,,,,,110(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
893,地方卸売市場,チホウオロシウリシジョウ,山口県岩国市尾津町5-11-1,34.12884325,132.2189315,0827-32-7355,35208,山口県,岩国市,1,1,,1,,,,,,100(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
894,愛宕供用会館,アタゴキョウヨウカイカン,山口県岩国市門前町2-35-2,34.1458929,132.2122909,0827-32-6130,35208,山口県,岩国市,,1,1,,1,,,,,160(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
895,中央図書館,チュウオウトショカン,山口県岩国市南岩国町4-52-1,34.13411881,132.1952872,0827-31-0046,35208,山口県,岩国市,1,1,1,1,1,,,,,280(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
896,灘小学校,ナダショウガッコウ,山口県岩国市南岩国町5-60-1,34.12129872,132.1983669,0827-31-7233,35208,山口県,岩国市,1,,1,1,1,,,,,900(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
897,灘供用会館,ナダキョウヨウカイカン,山口県岩国市藤生町1-10-14,34.11488846,132.1996595,0827-31-8707,35208,山口県,岩国市,1,1,　,1,1,,,,,400(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
898,灘中学校,ナダチュウガッコウ,山口県岩国市藤生町2-25-1,34.10899254,132.1972528,0827-32-0211,35208,山口県,岩国市,1,,1,1,1,,,,,850(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
899,岩国総合高校体育館,イワクニソウゴウコウコウタイイクカン,山口県岩国市藤生町4-41-1,34.11326443,132.1920873,0827-31-6155,35208,山口県,岩国市,1,,1,1,1,,,,,990(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
900,中洋小学校,チュウヨウショウガッコウ,山口県岩国市青木町2-33-1,34.0994948,132.2020536,0827-38-0338,35208,山口県,岩国市,1,,1,1,1,,,,,1350(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
901,柱島供用会館,ハシラジマキョウヨウカイカン,山口県岩国市柱島132-7,34.02196894,132.4213602,0827-48-2001,35208,山口県,岩国市,1,,1,1,,,,,,40(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
902,小瀬供用会館,オゼキョウヨウカイカン,山口県岩国市小瀬285-2,34.20822385,132.1927851,0827-52-3312,35208,山口県,岩国市,,1,1,1,1,,,,,90(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
903,小瀬小学校,オゼショウガッコウ,山口県岩国市小瀬288-1,34.20904609,132.1931389,0827-52-2813,35208,山口県,岩国市,,,1,1,1,,,,,370(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
904,すばる・あすか,スバル・アスカ,山口県岩国市関戸299-2,34.18703663,132.1729983,0827-43-2715,35208,山口県,岩国市,1,,1,1,1,,,,,60(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
905,ティエラ,ティエラ,山口県岩国市多田3-104-2,34.18091437,132.1689001,0827-44-3003,35208,山口県,岩国市,,1,1,1,1,,,,,150(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
906,藤河公民館,フジカワコウミンカン,山口県岩国市多田2-117-1,34.18064733,132.1669539,0827-41-0037,35208,山口県,岩国市,,1,1,1,1,,,,,80(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
907,いしい記念病院,イシイキネンビョウイン,山口県岩国市多田3-102-1,34.18160145,132.1666857,0827-41-0114,35208,山口県,岩国市,,1,1,1,1,,,,,130(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
908,藤河小学校,フジカワショウガッコウ,山口県岩国市多田1365-2,34.18568255,132.1601984,0827-41-0774,35208,山口県,岩国市,1,,1,1,1,,,,,420(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
909,デリカウィング,デリカウィング,山口県岩国市田原266-3,34.1715903,132.1434097,0827-43-4411,35208,山口県,岩国市,,,1,1,1,,,,,90(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
910,御庄公民館,ミショウコウミンカン,山口県岩国市御庄1735,34.1618745,132.1464932,0827-46-0001,35208,山口県,岩国市,1,,1,,1,,,,,110(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
911,御庄小学校,ミショウショウガッコウ,山口県岩国市御庄1362,34.16250037,132.1473676,0827-46-0016,35208,山口県,岩国市,1,1,1,1,1,,,,,460(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
912,ベルコ東山口,ベルコヒガシヤマグチ,山口県岩国市御庄4-110-8,34.17010556,132.1576258,0827-45-0444,35208,山口県,岩国市,,1,1,1,1,,,,,250(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
913,杭名小学校校舎,クイナショウガッコウコウシャ,山口県岩国市杭名18-2,34.17280016,132.1090792,0827-47-3044,35208,山口県,岩国市,,,1,,1,,,,,170(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
914,桜の園,サクラノエン,山口県岩国市下342-1,34.16051433,132.0934578,0827-47-3100,35208,山口県,岩国市,,1,1,1,1,,,,,380(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
915,北河内公民館,キタカワチコウミンカン,山口県岩国市下446-2,34.16290326,132.0907,0827-47-3001,35208,山口県,岩国市,1,,1,,1,,,,,100(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
916,天尾小学校校舎,テンノオショウガッコウコウシャ,山口県岩国市天尾262,34.17292438,132.0650038,0827-47-3215,35208,山口県,岩国市,1,,1,1,1,,,,,70(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
917,南河内公民館,ミナミカワチコウミンカン,山口県岩国市土生39-3,34.15221749,132.1034344,0827-47-2001,35208,山口県,岩国市,1,1,1,,1,,,,,80(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
918,河内小学校,カワウチショウガッコウ,山口県岩国市土生82,34.1523574,132.1022235,0827-47-2005,35208,山口県,岩国市,1,1,1,1,1,,,,,390(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
919,岩国西中学校,イワクニニシチュウガッコウ,山口県岩国市角77-1,34.16694153,132.1054602,0827-47-2009,35208,山口県,岩国市,,1,1,1,1,,,,,570(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
920,柱野小学校,ハシラノショウガッコウ,山口県岩国市柱野1092-3,34.13175119,132.1488798,0827-46-1006,35208,山口県,岩国市,1,1,1,1,1,,,,,360(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
921,つづの里,ツヅノサト,山口県岩国市通津1117-297,34.08027505,132.2034279,0827-39-1021,35208,山口県,岩国市,1,1,1,1,1,,,,,110(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
922,通津公民館,ツヅコウミンカン,山口県岩国市通津2571-5,34.07154217,132.2071804,0827-38-1001,35208,山口県,岩国市,1,1,　,1,1,,,,,150(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
923,通津小学校,ツヅショウガッコウ,山口県岩国市通津2720,34.07405798,132.2043361,0827-38-1011,35208,山口県,岩国市,1,1,1,,1,,,,,710(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
924,由宇文化会館,ユウブンカカイカン,山口県岩国市由宇町中央1-1-15,34.04676904,132.2116361,0827-63-0121,35208,山口県,岩国市,,1,　,1,　,,,,1,200(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
925,由宇文化ｽﾎﾟｰﾂｾﾝﾀｰ,ユウブンカスポーツセンター,山口県岩国市由宇町南沖1-13-1,34.04017336,132.214756,0827-63-1400,35208,山口県,岩国市,1,1,　,1,1,,,,,620(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
926,由宇中学校,ユウチュウガッコウ,山口県岩国市由宇町北5-2-1,34.04652102,132.2001436,0827-63-0950,35208,山口県,岩国市,,,1,1,1,,,,,1010(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
927,由宇小学校,ユウショウガッコウ,山口県岩国市由宇町中央2-10-1,34.04435097,132.2087347,0827-63-0410,35208,山口県,岩国市,,,　,,1,,,,,1300(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
928,由宇老人福祉センター,ユウロウジンフクシセンター,山口県岩国市由宇町802,34.02961068,132.1661083,0827-63-0675,35208,山口県,岩国市,1,,1,,1,,,,1,70(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
929,由西小学校,ユセイショウガッコウ,山口県岩国市由宇町3300,34.03653264,132.1763715,0827-63-0920,35208,山口県,岩国市,1,,1,,1,,,,,320(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
930,神東小学校,シントウショウガッコウ,山口県岩国市由宇町神東448-1,34.0028522,132.211993,0827-63-2269,35208,山口県,岩国市,1,,1,,1,,,,,300(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
931,神東婦人の家・神東農家研修ｾﾝﾀｰ,シントウフジンノイエ・シントウノウカケンシュウセンター,山口県岩国市由宇町神東451-5,34.00139206,132.2111026,0827-63-0770,35208,山口県,岩国市,1,1,1,,1,,,,,70(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
932,玖珂東部ｺﾐｭﾆﾃｨｾﾝﾀｰ,クガトウブコミュニティセンター,山口県岩国市玖珂町1610,34.10622395,132.1028739,0827-82-2511,35208,山口県,岩国市,1,,1,1,1,,,,,60(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
933,玖珂野口ｺﾐｭﾆﾃｨｾﾝﾀｰ,クガノグチコミュニティセンター,山口県岩国市玖珂町1052-3,34.09852731,132.091383,0827-82-2511,35208,山口県,岩国市,1,,1,1,1,,,,,80(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
934,玖珂総合公園管理棟,クガソウゴウコウエンカンリトウ,山口県岩国市玖珂町3800-1,34.07897865,132.0993189,0827-81-0350,35208,山口県,岩国市,1,1,1,1,1,,,,,50(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
935,玖珂柳井田ｺﾐｭﾆﾃｨｾﾝﾀｰ,クガヤナイダコミュニティセンター,山口県岩国市玖珂町3627-9,34.08289576,132.1005318,0827-82-2511,35208,山口県,岩国市,1,,1,1,1,,,,,100(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
936,玖珂大田ｺﾐｭﾆﾃｨｾﾝﾀｰ,クガオオタコミュニティセンター,山口県岩国市玖珂町4124-1,34.08770367,132.0853197,0827-82-2511,35208,山口県,岩国市,1,1,1,1,1,,,,,70(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
937,玖珂総合センター,クガソウゴウセンター,山口県岩国市玖珂町4961,34.09157422,132.08434,0827-82-5445,35208,山口県,岩国市,1,1,1,1,1,,,,,60(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
938,玖珂小学校,クガショウガッコウ,山口県岩国市玖珂町527-2,34.09580591,132.0805233,0827-82-2039,35208,山口県,岩国市,1,1,1,1,1,,,,1,900(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
939,玖珂こどもの館,クガコドモノカン,山口県岩国市玖珂町5330,34.09349729,132.0800914,0827-82-5446,35208,山口県,岩国市,1,1,1,1,1,,,,1,220(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
940,玖珂中学校,クガチュウガッコウ,山口県岩国市玖珂町6345,34.0985044,132.076059,0827-82-2054,35208,山口県,岩国市,1,1,1,1,1,,,,,810(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
941,高森高校体育館,タカモリコウコウタイイクカン,山口県岩国市玖珂町1253,34.09337303,132.057152,0827-82-3234,35208,山口県,岩国市,1,,1,1,1,,,,,200(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
942,玖珂北部ｺﾐｭﾆﾃｨｾﾝﾀｰ,クガホクブコミュニティセンター,山口県岩国市玖珂町627-2,34.10241386,132.0803852,0827-82-2511,35208,山口県,岩国市,1,1,1,1,1,,,,,80(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
943,周東川越健康増進センター,シュウトウカワゴエケンコウゾウシンセンター,山口県岩国市周東町三瀬川482-1,34.1564444,131.9714707,0827-86-0116,35208,山口県,岩国市,1,1,1,1,1,,,,,140(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
944,周東川越公民館,シュウトウカワゴエコウミンカン,山口県岩国市周東町獺越1560-5,34.13322029,131.98942,0827-86-0116,35208,山口県,岩国市,1,,1,,1,,,,,60(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
945,周北小学校,シュウホクショウガッコウ,山口県岩国市周東町獺越2161,34.12439692,132.0048785,0827-86-0212,35208,山口県,岩国市,1,,1,1,1,,,,,290(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
946,修成小学校,シュウセイショウガッコウ,山口県岩国市周東町西長野1141,34.09046052,132.0072371,0827-84-0614,35208,山口県,岩国市,1,,1,,1,,,,,380(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
947,周東米川公民館,シュウトウヨネカワコウミンカン,山口県岩国市周東町下須通378,34.09118566,132.012709,0827-84-0002,35208,山口県,岩国市,1,,1,,1,,,,,40(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
948,川上小学校,カワカミショウガッコウ,山口県岩国市周東町下久原3032,34.10870045,132.0472314,0827-84-0507,35208,山口県,岩国市,1,1,1,1,1,,,,,390(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
949,周東中央公民館,シュウトウチュウオウコウミンカン,山口県岩国市周東町下久原1208-1,34.09320454,132.0518586,0827-84-7709,35208,山口県,岩国市,1,1,1,,1,,,,,160(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
950,高森小学校,タカモリショウガッコウ,山口県岩国市周東町下久原1176,34.09096149,132.0523479,0827-84-0014,35208,山口県,岩国市,1,1,1,1,1,,,,,1080(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
951,周東体育ｾﾝﾀｰ・周東勤労青少年ﾎｰﾑ,シュウトウタイイクセンター・シュウトウキンロウセイショウネンホーム,山口県岩国市周東町用田137-8,34.08049089,132.0493237,0827-84-1400,35208,山口県,岩国市,1,1,1,1,1,,,,1,590(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
952,周東南総合センター,シュウトウミナミソウゴウセンター,山口県岩国市周東町上久原1075-2,34.07839571,132.0647261,0827-84-0213,35208,山口県,岩国市,1,1,1,1,1,,,,,150(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
953,そお小学校,ソオショウガッコウ,山口県岩国市周東町祖生5856,34.07430166,132.1049774,0827-85-0207,35208,山口県,岩国市,1,1,1,1,1,,,,,380(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
954,そお保育園,ソオホイクエン,山口県岩国市周東町祖生4504-4,34.07304984,132.1153939,0827-85-0046,35208,山口県,岩国市,1,,1,,1,,,,,40(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
955,周東祖生公民館,シュウトウソオコウミンカン,山口県岩国市周東町祖生4541-1,34.07156919,132.1164816,0827-85-0001,35208,山口県,岩国市,,,1,,1,,,,,120(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
956,祖生東小学校体育館,ソオヒガシショウガッコウタイイクカン,山口県岩国市周東町祖生1480,34.062288,132.1329438,0827-85-0001,35208,山口県,岩国市,1,1,1,1,1,,,,1,400(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
957,周東中田公民館,シュウトウナカダコウミンカン,山口県岩国市周東町中山2,34.02908825,132.0526391,0827-84-2622,35208,山口県,岩国市,1,1,1,,1,,,,,70(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
958,錦ふるさとセンター,ニシキフルサトセンター,山口県岩国市錦町広瀬1125,34.26213195,131.9522279,0827-72-2215,35208,山口県,岩国市,1,1,1,1,1,,,,1,770(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
959,広東小学校(休校),コウトンショウガッコウ（キュウコウ）,山口県岩国市錦町府谷47-1,34.27755314,131.974711,0827-72-2303,35208,山口県,岩国市,,,1,,1,,,,,460(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
960,府谷集会所,フノタニシュウカイショ,山口県岩国市錦町府谷2496-1,34.28436133,131.9970581,0827-72-2110,35208,山口県,岩国市,1,,1,,1,,,,,70(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
961,錦大野集会所,ニシキオオノシュウカイショ,山口県岩国市錦町大野247-1,34.31406418,131.9409438,0827-72-2110,35208,山口県,岩国市,1,,1,1,1,,,,,50(2㎡あたり1人）,https://www.city.iwakuni.lg.jp/soshiki/9/8489.html,
