警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下関,0222,負傷,000,001,市道,下関市,2019,05,25,13,01,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,01～24歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.91939556,130.9102103,土曜,その他
下関,0221,負傷,000,001,県道,下関市,2019,05,25,14,33,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,65～74歳,45～54歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.02877056,130.9124619,土曜,その他
下関,0232,負傷,000,001,港湾道,下関市,2019,05,25,17,23,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,45～54歳,65～74歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.94147833,130.9201269,土曜,その他
山口,0123,負傷,000,001,市道,山口市,2019,05,25,17,51,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,45～54歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.19309194,131.4841511,土曜,その他
周南,0129,負傷,000,002,国道２号,周南市,2019,05,25,20,17,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.07728278,131.7303736,土曜,その他
萩,0028,負傷,000,001,国道191号,萩市,2019,05,26,06,56,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,55～64歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.40658528,131.3902678,日曜,その他
周南,0145,負傷,000,001,市道,周南市,2019,05,26,09,51,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,65～74歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05554667,131.8083358,日曜,その他
山口,0118,負傷,000,001,国道９号,山口市,2019,05,26,12,59,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,35～44歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.19653722,131.4979158,日曜,その他
周南,0151,負傷,000,001,県道,周南市,2019,05,26,13,51,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,01～24歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.06948889,131.7830114,日曜,その他
周南,0139,負傷,000,002,県道,周南市,2019,05,26,14,10,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,損傷なし,34.02944611,131.8410936,日曜,その他
光,0110,負傷,000,001,県道,光市,2019,05,26,16,23,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,45～54歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97310861,131.9245283,日曜,その他
下関,0263,負傷,000,001,市道,下関市,2019,05,26,18,25,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　小　小,直路,交差点内,車両相互,55～64歳,不明,普通乗用,対象外当事者,自家用,対象外当事者,負傷,対象外当事者,33.98079389,130.9244508,日曜,その他
防府,0150,負傷,000,002,国道２号,防府市,2019,05,27,07,40,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,準中型貨物,普通乗用,自家用,自家用,負傷,損傷なし,34.04775333,131.5085753,月曜,その他
高速隊,0052,負傷,000,001,高速道路,下関市,2019,05,27,19,02,3昼暮,雨,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,車両単独,25～34歳,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,34.10399167,131.0955544,月曜,その他
下松,0057,負傷,000,001,県道,下松市,2019,05,27,19,32,4夜暮,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,人対車両,45～54歳,35～44歳,軽貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,33.9664225,131.8496458,月曜,その他
美祢,0021,負傷,000,001,県道,美祢市,2019,05,28,06,57,2昼,雨,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ左,単独（交差点付近を含む）,車両相互,01～24歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.31541583,131.3304006,火曜,その他
山陽小野田,0051,負傷,000,001,県道,山陽小野田市,2019,05,28,07,18,2昼,雨,市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,車両相互,01～24歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.97797778,131.1740881,火曜,その他
周南,0160,負傷,000,001,県道,周南市,2019,05,28,07,24,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,45～54歳,45～54歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.07160722,131.7712222,火曜,その他
光,0064,負傷,000,001,国道２号,周南市,2019,05,28,10,40,2昼,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,75歳以上,55～64歳,軽貨物,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.03750583,131.9477453,火曜,その他
山陽小野田,0053,負傷,000,001,国道２号,山陽小野田市,2019,05,28,11,00,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,45～54歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.04399528,131.0922978,火曜,その他
下関,0231,負傷,000,001,市道,下関市,2019,05,28,11,35,2昼,晴,市街地,舗装　乾燥,直路,点滅３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,25～34歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97996778,130.9451347,火曜,その他
美祢,0022,負傷,000,002,国道316号,美祢市,2019,05,28,11,51,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,35～44歳,普通乗用,普通乗用,自家用,自家用,負傷,負傷,34.16808167,131.2091625,火曜,その他
萩,0030,負傷,000,001,国道191号,萩市,2019,05,28,12,48,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.40857583,131.4036922,火曜,その他
長府,0099,負傷,000,001,市道,下関市,2019,05,28,12,59,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,75歳以上,75歳以上,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.20183694,131.0762411,火曜,その他
周南,0135,負傷,000,001,県道,周南市,2019,05,28,14,51,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,65～74歳,普通乗用,軽貨物,事業用,自家用,負傷,損傷なし,34.05901639,131.7977803,火曜,その他
山口南,0044,負傷,000,001,県道,山口市,2019,05,28,15,25,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,65～74歳,中型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.03479556,131.4641925,火曜,その他
下松,0056,負傷,000,002,国道２号,下松市,2019,05,28,16,20,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,25～34歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,34.031795,131.9024908,火曜,その他
宇部,0170,負傷,000,002,国道190号,宇部市,2019,05,28,16,36,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96731167,131.3297961,火曜,その他
美祢,0023,負傷,000,001,国道435号,美祢市,2019,05,28,17,15,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両単独,55～64歳,不明,普通乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,34.20626194,131.3813547,火曜,その他
下関,0295,負傷,000,001,国道２号,下関市,2019,05,28,18,49,3昼暮,晴,非市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　19.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,中型貨物,普通乗用,事業用,自家用,損傷なし,負傷,33.98764,130.9506069,火曜,その他
長府,0102,負傷,000,001,県道,下関市,2019,05,29,06,00,1昼明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,35～44歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.12747861,131.0034794,水曜,その他
防府,0154,負傷,000,001,市道,防府市,2019,05,29,07,30,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,55～64歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.0643775,131.5563867,水曜,その他
長府,0094,負傷,000,001,国道２号,下関市,2019,05,29,07,40,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.00444778,130.9816972,水曜,その他
周南,0137,負傷,000,001,国道２号,周南市,2019,05,29,15,58,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,75歳以上,35～44歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.06363306,131.8050294,水曜,その他
長府,0086,負傷,000,001,県道,下関市,2019,05,29,16,34,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,65～74歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.054785,131.0207331,水曜,その他
防府,0146,負傷,000,001,市道,防府市,2019,05,29,19,13,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,人対車両,45～54歳,45～54歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.05085944,131.5835658,水曜,その他
長府,0090,負傷,000,001,国道491号,下関市,2019,05,29,20,11,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯押ボ式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,直路,交差点内,人対車両,35～44歳,75歳以上,大型貨物,歩行者,事業用,対象外当事者,損傷なし,負傷,34.07411417,131.0373994,水曜,その他
山口,0113,負傷,000,001,国道９号,山口市,2019,05,29,22,50,5夜,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,01～24歳,普通乗用,軽乗用,事業用,自家用,負傷,損傷なし,34.166915,131.4478669,水曜,その他
光,0069,負傷,000,001,国道２号,周南市,2019,05,30,06,10,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,25～34歳,01～24歳,普通貨物,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.03103444,131.9315558,木曜,その他
